Experiment,Date,season,Plot,Strip,MeanHeight(mm),Biomass(kg/ha),SAVI_mean,EVI_mean,NDVI_mean,MSAVI_mean,GNDVI_mean,NDRE_mean,CLRE_mean,SRre_mean,Cum_21D_Precip_in,Cum_21D_GDD,Avg_21D_SWB_in,Avg_21D_SWB_frac,Cum_21D_ETo_in,Avg_21D_Temp_C,Growth_rt_21D,GR_SWB_21D
TB_2025,5/14/2025,Spring,14.1,5,82,1743,0.51,0.56,0.68,0.51,0.63,0.45,1.63,2.63,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,6,84,1475,0.52,0.58,0.69,0.53,0.64,0.48,1.88,2.88,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,7,79,1398,0.52,0.58,0.69,0.53,0.64,0.46,1.73,2.73,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,8,78,1514,0.50,0.55,0.67,0.50,0.62,0.43,1.54,2.54,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,9,59,1440,0.49,0.54,0.65,0.49,0.62,0.43,1.50,2.50,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,10,60,1341,0.49,0.54,0.66,0.49,0.64,0.44,1.58,2.58,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,11,62,1467,0.49,0.53,0.65,0.48,0.62,0.44,1.58,2.58,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.1,12,59,1141,0.47,0.52,0.62,0.47,0.60,0.42,1.44,2.44,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,1,81,1415,0.50,0.54,0.67,0.50,0.64,0.47,1.74,2.74,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,2,106,1457,0.52,0.57,0.68,0.52,0.66,0.48,1.86,2.86,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,3,65,1243,0.50,0.54,0.67,0.50,0.64,0.46,1.69,2.69,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,4,65,1365,0.48,0.52,0.64,0.48,0.62,0.43,1.52,2.52,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,5,84,1392,0.45,0.49,0.63,0.44,0.59,0.40,1.31,2.31,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,6,93,1460,0.49,0.53,0.67,0.49,0.64,0.45,1.64,2.64,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,7,69,1294,0.50,0.53,0.67,0.49,0.63,0.46,1.72,2.72,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,8,53,1292,0.46,0.49,0.63,0.45,0.60,0.40,1.34,2.34,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,9,104,1383,0.46,0.50,0.64,0.46,0.60,0.39,1.31,2.31,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,10,101,1513,0.49,0.53,0.67,0.49,0.63,0.46,1.71,2.71,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,11,79,1395,0.49,0.54,0.68,0.49,0.64,0.45,1.65,2.65,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.2,12,71,1332,0.48,0.52,0.66,0.47,0.62,0.42,1.43,2.43,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,1,76,1620,0.49,0.53,0.65,0.49,0.63,0.44,1.55,2.55,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,2,43,1492,0.55,0.62,0.73,0.56,0.67,0.50,2.02,3.02,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,3,47,1271,0.52,0.58,0.71,0.53,0.65,0.47,1.79,2.79,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,4,66,1364,0.50,0.55,0.66,0.51,0.63,0.44,1.58,2.58,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,5,61,1491,0.51,0.56,0.67,0.51,0.63,0.44,1.57,2.57,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,6,52,1471,0.53,0.58,0.71,0.53,0.65,0.48,1.82,2.82,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,7,41,1337,0.52,0.56,0.70,0.52,0.65,0.48,1.89,2.89,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,8,57,1343,0.50,0.55,0.67,0.50,0.64,0.44,1.58,2.58,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,9,43,1242,0.50,0.54,0.67,0.50,0.64,0.44,1.59,2.59,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,10,42,1327,0.52,0.57,0.71,0.53,0.66,0.50,2.04,3.04,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,11,33,1283,0.56,0.63,0.76,0.58,0.70,0.52,2.20,3.20,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.3,12,48,1402,0.54,0.60,0.73,0.55,0.67,0.54,2.35,3.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,1,80,1549,0.45,0.48,0.59,0.44,0.60,0.40,1.35,2.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,2,81,1470,0.47,0.51,0.62,0.47,0.62,0.40,1.35,2.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,3,41,1376,0.48,0.51,0.64,0.47,0.62,0.40,1.35,2.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,4,57,1267,0.44,0.47,0.59,0.44,0.59,0.38,1.23,2.23,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,5,65,1489,0.46,0.49,0.62,0.45,0.59,0.39,1.29,2.29,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,6,49,1307,0.49,0.53,0.65,0.49,0.63,0.44,1.56,2.56,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,7,51,1424,0.50,0.54,0.67,0.50,0.64,0.45,1.61,2.61,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,8,61,1409,0.45,0.48,0.61,0.44,0.59,0.39,1.31,2.31,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,9,83,1541,0.47,0.50,0.63,0.46,0.60,0.42,1.43,2.43,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,10,73,1431,0.50,0.54,0.68,0.50,0.64,0.45,1.67,2.67,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,11,80,1419,0.50,0.54,0.68,0.50,0.64,0.47,1.75,2.75,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,14.4,12,79,1490,0.48,0.52,0.65,0.48,0.61,0.43,1.51,2.51,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,2,534,8857,0.61,0.67,0.77,0.63,0.73,0.58,2.75,3.75,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,3,529,8034,0.61,0.67,0.77,0.63,0.73,0.58,2.75,3.75,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,4,496,7228,0.62,0.70,0.80,0.65,0.75,0.60,3.01,4.01,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,6,480,7546,0.60,0.66,0.76,0.62,0.73,0.57,2.66,3.66,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,7,510,9226,0.59,0.66,0.76,0.62,0.72,0.56,2.53,3.53,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,8,510,8191,0.62,0.69,0.80,0.66,0.75,0.59,2.94,3.94,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,9,541,9153,0.62,0.69,0.80,0.66,0.75,0.59,2.94,3.94,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,10,539,7844,0.59,0.66,0.76,0.62,0.72,0.56,2.53,3.53,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,11,503,6980,0.60,0.69,0.76,0.63,0.72,0.55,2.50,3.50,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,12,522,8235,0.61,0.68,0.79,0.64,0.74,0.59,2.83,3.83,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,13,512,8090,0.61,0.68,0.79,0.64,0.74,0.59,2.83,3.83,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,14,513,6447,0.60,0.69,0.76,0.63,0.72,0.55,2.50,3.50,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,15,460,6195,0.59,0.66,0.76,0.61,0.71,0.55,2.43,3.43,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,16,465,7687,0.60,0.67,0.78,0.63,0.73,0.58,2.83,3.83,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,17,447,8251,0.58,0.65,0.76,0.60,0.71,0.54,2.37,3.37,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,18,459,6201,0.56,0.62,0.73,0.57,0.69,0.52,2.19,3.19,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,19,472,7009,0.56,0.62,0.73,0.57,0.69,0.52,2.19,3.19,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,20,470,7378,0.58,0.65,0.76,0.60,0.71,0.54,2.37,3.37,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,21,453,6844,0.54,0.60,0.71,0.55,0.68,0.50,2.00,3.00,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.1,22,470,5732,0.53,0.58,0.70,0.54,0.67,0.51,2.05,3.05,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,1,498,7498,0.55,0.61,0.71,0.56,0.70,0.53,2.25,3.25,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,2,527,7930,0.53,0.58,0.69,0.53,0.66,0.49,1.92,2.92,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,3,510,6984,0.56,0.63,0.73,0.58,0.69,0.53,2.25,3.25,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,4,509,6624,0.57,0.62,0.75,0.58,0.71,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,5,439,5801,0.57,0.62,0.75,0.58,0.71,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,9,522,8636,0.59,0.66,0.78,0.62,0.73,0.57,2.67,3.67,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,10,510,7657,0.59,0.66,0.76,0.61,0.71,0.54,2.38,3.38,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,11,508,8294,0.59,0.66,0.76,0.61,0.71,0.54,2.38,3.38,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,12,511,8360,0.59,0.66,0.78,0.62,0.73,0.57,2.67,3.67,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,13,503,6940,0.60,0.67,0.79,0.63,0.73,0.57,2.69,3.69,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,14,473,7043,0.59,0.66,0.76,0.61,0.71,0.55,2.42,3.42,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,16,506,8357,0.60,0.67,0.79,0.63,0.73,0.57,2.69,3.69,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,17,531,7435,0.61,0.69,0.79,0.64,0.73,0.58,2.76,3.76,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,18,518,8677,0.57,0.64,0.75,0.59,0.70,0.53,2.29,3.29,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,19,540,7215,0.56,0.62,0.74,0.58,0.69,0.52,2.14,3.14,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,20,509,7326,0.60,0.67,0.79,0.62,0.72,0.56,2.55,3.55,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,21,448,5746,0.60,0.67,0.79,0.62,0.72,0.56,2.55,3.55,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.2,22,482,5725,0.56,0.62,0.74,0.58,0.69,0.52,2.14,3.14,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,1,529,8609,0.60,0.68,0.78,0.63,0.73,0.56,2.52,3.52,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,2,524,9058,0.59,0.67,0.76,0.62,0.72,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,3,534,8100,0.59,0.67,0.76,0.62,0.72,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,4,537,7681,0.60,0.68,0.78,0.63,0.73,0.56,2.52,3.52,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,5,526,8211,0.60,0.68,0.77,0.63,0.72,0.55,2.49,3.49,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,6,530,7524,0.58,0.65,0.74,0.60,0.71,0.54,2.35,3.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,7,515,8547,0.58,0.65,0.74,0.60,0.71,0.54,2.35,3.35,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,8,509,8487,0.60,0.68,0.77,0.63,0.72,0.55,2.49,3.49,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,9,520,7480,0.59,0.67,0.76,0.62,0.72,0.55,2.45,3.45,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,11,524,9142,0.55,0.61,0.73,0.57,0.69,0.50,2.03,3.03,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,12,555,7048,0.59,0.65,0.75,0.61,0.72,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,13,485,7356,0.59,0.65,0.75,0.61,0.72,0.54,2.40,3.40,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,14,535,8247,0.55,0.61,0.73,0.57,0.69,0.50,2.03,3.03,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,15,516,6714,0.55,0.61,0.72,0.57,0.69,0.51,2.06,3.06,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,16,502,6573,0.57,0.63,0.74,0.59,0.71,0.52,2.20,3.20,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,17,493,7728,0.58,0.64,0.73,0.60,0.70,0.52,2.20,3.20,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,18,437,7550,0.55,0.61,0.72,0.57,0.69,0.51,2.06,3.06,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,19,515,9028,0.54,0.60,0.70,0.55,0.68,0.51,2.05,3.05,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,20,473,6975,0.58,0.64,0.73,0.60,0.70,0.52,2.20,3.20,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,21,498,7457,0.53,0.57,0.67,0.53,0.65,0.47,1.79,2.79,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.3,22,501,9065,0.51,0.55,0.65,0.51,0.64,0.47,1.76,2.76,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,1,507,8421,0.57,0.63,0.76,0.59,0.71,0.54,2.33,3.33,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,2,499,8337,0.60,0.68,0.79,0.63,0.74,0.57,2.60,3.60,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,3,484,8450,0.62,0.70,0.81,0.66,0.76,0.60,3.01,4.01,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,4,510,8834,0.59,0.65,0.78,0.61,0.73,0.55,2.48,3.48,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,5,436,6603,0.59,0.65,0.78,0.61,0.73,0.55,2.48,3.48,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,6,460,6108,0.62,0.70,0.81,0.66,0.76,0.60,3.01,4.01,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,7,480,7467,0.63,0.70,0.83,0.67,0.77,0.61,3.19,4.19,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,8,412,6534,0.60,0.67,0.79,0.63,0.74,0.57,2.66,3.66,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,9,469,6930,0.60,0.67,0.79,0.63,0.74,0.57,2.66,3.66,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,10,460,7302,0.63,0.70,0.83,0.67,0.77,0.61,3.19,4.19,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,11,391,6097,0.63,0.71,0.83,0.67,0.77,0.62,3.24,4.24,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,12,428,6502,0.60,0.68,0.80,0.63,0.74,0.58,2.75,3.75,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,13,441,8184,0.61,0.69,0.81,0.65,0.75,0.59,2.92,3.92,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,14,434,7075,0.63,0.71,0.83,0.67,0.76,0.62,3.22,4.22,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,17,530,8191,0.61,0.68,0.81,0.64,0.74,0.58,2.80,3.80,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,19,504,8159,0.61,0.69,0.81,0.65,0.74,0.59,2.90,3.90,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,20,494,7466,0.59,0.67,0.79,0.62,0.73,0.56,2.59,3.59,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,21,480,6904,0.59,0.67,0.79,0.62,0.73,0.56,2.59,3.59,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/14/2025,Spring,42.4,22,490,8554,0.61,0.69,0.81,0.65,0.74,0.59,2.90,3.90,2.81,605,2.80,0.58,3.18,16,0.89,0.52
TB_2025,5/28/2025,Spring,14.1,13,79,1604,0.52,0.56,0.67,0.53,0.65,0.45,1.61,2.61,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,14,95,1420,0.50,0.53,0.62,0.50,0.64,0.43,1.48,2.48,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,15,75,1285,0.49,0.52,0.63,0.49,0.61,0.40,1.35,2.35,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,16,65,1153,0.52,0.56,0.68,0.53,0.64,0.44,1.57,2.57,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,17,72,1415,0.51,0.54,0.67,0.51,0.64,0.43,1.51,2.51,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,18,84,1285,0.49,0.51,0.63,0.48,0.61,0.40,1.32,2.32,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,19,73,1273,0.49,0.51,0.63,0.49,0.63,0.41,1.41,2.41,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,20,69,1370,0.51,0.54,0.67,0.51,0.64,0.45,1.62,2.62,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,21,77,1306,0.51,0.55,0.66,0.52,0.64,0.45,1.63,2.63,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.1,22,56,1245,0.50,0.51,0.63,0.50,0.63,0.40,1.36,2.36,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,13,79,1339,0.49,0.51,0.62,0.49,0.63,0.42,1.46,2.46,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,14,87,1401,0.45,0.47,0.57,0.45,0.59,0.38,1.23,2.23,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,15,109,1346,0.46,0.48,0.60,0.46,0.60,0.39,1.29,2.29,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,16,64,1292,0.51,0.53,0.66,0.51,0.64,0.44,1.57,2.57,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,17,72,1352,0.52,0.55,0.68,0.52,0.64,0.45,1.61,2.61,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,18,69,1315,0.48,0.50,0.62,0.47,0.61,0.41,1.38,2.38,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,19,82,1264,0.49,0.51,0.64,0.49,0.63,0.43,1.49,2.49,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,20,72,1255,0.51,0.53,0.68,0.51,0.64,0.44,1.56,2.56,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,21,89,1422,0.51,0.54,0.68,0.51,0.64,0.44,1.60,2.60,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.2,22,82,1288,0.49,0.52,0.65,0.49,0.63,0.42,1.46,2.46,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,13,152,1375,0.54,0.58,0.68,0.54,0.66,0.46,1.67,2.67,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,14,152,1208,0.52,0.55,0.66,0.53,0.65,0.44,1.60,2.60,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,15,152,1234,0.52,0.55,0.67,0.52,0.65,0.44,1.58,2.58,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,16,152,1291,0.53,0.57,0.68,0.54,0.65,0.45,1.61,2.61,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,19,123,1101,0.50,0.53,0.63,0.50,0.62,0.42,1.43,2.43,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,20,139,1150,0.50,0.53,0.64,0.50,0.62,0.41,1.42,2.42,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,21,83,1307,0.48,0.51,0.61,0.48,0.60,0.39,1.27,2.27,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.3,22,77,1205,0.48,0.51,0.61,0.48,0.60,0.39,1.27,2.27,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,13,91,1429,0.50,0.54,0.63,0.50,0.63,0.43,1.50,2.50,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,14,92,1255,0.49,0.52,0.61,0.48,0.61,0.41,1.37,2.37,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,15,62,1248,0.48,0.51,0.62,0.48,0.61,0.40,1.33,2.33,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,16,77,1246,0.52,0.56,0.66,0.53,0.65,0.44,1.57,2.57,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,17,84,1297,0.52,0.54,0.66,0.52,0.65,0.45,1.61,2.61,1.52,674,1.63,0.34,3.84,18,0.96,0.32
TB_2025,5/28/2025,Spring,14.4,18,67,1276,0.49,0.50,0.63,0.48,0.61,0.40,1.31,2.31,1.52,674,1.63,0.34,3.84,18,0.96,0.32
